candidate,target,dataset_source,category,clean_caption,partition
B0083RHPCS,B00BYYF7HM,FashionIQ,shirt,has shorter sleeves with multicolored pattern and is more colorful and has a plaid pattern,train
B00DEMN8DW,B004AI308M,FashionIQ,shirt,is more fun and more shirt and desired item is a red t shirt,train
B00AO1EFVA,B00BNUQ4I8,FashionIQ,shirt,is a vest and is a tank top and doesn t have stripes,train
B001GXJZCO,B002EDJ714,FashionIQ,shirt,is white and has only light black logo and has a bigger picture,train
B00FPHZ7NS,B00FPHZMYW,FashionIQ,shirt,has no pockets and light red colored and has more light red to it,train
B0010K7T6C,B003UQJ30Y,FashionIQ,shirt,is a red polo shirt and is closer to red,train
B007VE7APG,B009PMM2P0,FashionIQ,shirt,is less formal and lighter and blue t shirt with graphic on the front,train
B005JPIZ26,B008I6O9G4,FashionIQ,shirt,is white and has a large colorful graphic and is white color with graphic design,train
B0085X1602,B00729P0JI,FashionIQ,shirt,is more feminine but also formal and pink in color,train
B00AX46WFU,B00791QCGO,FashionIQ,shirt,has longer sleeves with collar and buttons and is collared,train
B004QWYYLY,B00906QZVI,FashionIQ,shirt,is gray with colorful designs and is brighter colored,train
B002LBDEE0,B00F47XJHA,FashionIQ,shirt,is green in color and is a white polo with a different chest design,train
B000VTFGRW,B00B8Y1ZTM,FashionIQ,shirt,is orange colored and has short sleeve and is orange color,train
B006WQLDMA,B009XCNUIA,FashionIQ,shirt,is light blue with lets get wet written on it and covers a lot more of the body,train
B002ZXV9GO,B000EOWTNS,FashionIQ,shirt,is t shirt with a shitzu logo and is white and a shirt,train
B005H3CM7Y,B00AVMBD8K,FashionIQ,shirt,is a shirt and a grey short sleeved shirt,train
B0098GEC56,B00BCZ19PC,FashionIQ,shirt,has shorter sleeves and has shorter sleeves,train
B002I19XQG,B00E8PU9J0,FashionIQ,shirt,is more gray and has long sleeves and is grey and has a more plain graphic,train
B009WPLQ48,B005JGTGJQ,FashionIQ,shirt,a light blue color and has two pockets,train
B005DIJAWS,B008RL1YHM,FashionIQ,shirt,has longer sleeves and is darker and has longer sleeves and darker blue,train
B001W6QF6E,B00BEEFCCM,FashionIQ,shirt,is a brighter color and is more animated and ligher,train
B009QEETSA,B009YEUOFO,FashionIQ,shirt,is lighter with different graphics and is grey with text,train
B00408KFK8,B00470P94Q,FashionIQ,shirt,has a v shaped neck and has stripes,train
B0015VGWAA,B002Q9PAEE,FashionIQ,shirt,is slim and black and is black and has a different graphic,train
B009LJ0UCY,B009DSY5TW,FashionIQ,shirt,is blue and doesn t have stripes and has no strips,train
B009476K7M,B00ASQHV3A,FashionIQ,shirt,has three different colors and no buttons and is lighter and not collared,train
B005DIJAWS,B005ABQF6M,FashionIQ,shirt,is denim and long sleeved and is made of denim,train
B00602E3EG,B004MPR73M,FashionIQ,shirt,has a darker shade of checked boxes and has a darker hash pattern,train
B005ZO9DJ0,B00A3E1MUK,FashionIQ,shirt,is brighter in color and a white shirt with orange blue print on front,train
B00093E540,B003L7KV4O,FashionIQ,shirt,has a blue tie on a blue shirt and is a solid blue color,train
B003I59JGA,B0056B8VF4,FashionIQ,shirt,is a blue t shirt with only one letter and is more colorful and less simple,train
B00BJOQ0F0,B00BUSEYZI,FashionIQ,shirt,is red color with more appropriate text and is red,train
B00E7JTLGO,B008Z0Q538,FashionIQ,shirt,has bigger text and green,train
B009NP22TU,B003U45CP6,FashionIQ,shirt,has shorter sleeves and it is more casual and has a longer sleeve,train
B005LAJMOO,B008F38Q5A,FashionIQ,shirt,has brighter colors and plaid design and is more red with a plaid pattern,train
B00B79TB0I,B009JKLDZ8,FashionIQ,shirt,the shirt is gray in color with white writing and has a large print on the front,train
B009M9UA96,B009MBALJ8,FashionIQ,shirt,is more blueish and a blue white long sleeved shirt red and blue tie,train
B000E288BM,B00AY1IVK6,FashionIQ,shirt,has a black color with red colored art and is a black shirt with a red graphic,train
B007C94EEA,B007P28OPY,FashionIQ,shirt,is darker and is black with cartoon graphic,train
B00AY0JIGS,B005549N04,FashionIQ,shirt,is dark colored with a picture of an elephant and no collar,train
B004UIJPVS,B001CYA5YE,FashionIQ,shirt,has an image of dog with cap and is darker,train
B00FGCAENU,B005H26QHC,FashionIQ,shirt,is lighter colored and is white with a chest logo,train
B008FZP0SY,B006MORMQI,FashionIQ,shirt,the shirt is a blue tank top with yellow writing and has a logo on it,train
B00E18RDPC,B0076CSETY,FashionIQ,shirt,is patriotic and is light blue colored with a different graphic,train
B00B51G2D2,B00C9T2YAE,FashionIQ,shirt,is more colorful and more casual and is more colorful,train
B007VYQV24,B001V9LM3I,FashionIQ,shirt,is more simple and less wordy and is darker,train
B00EDLXIBU,B00BOWU3XC,FashionIQ,shirt,is dark green with a gun and has more colors,train
B00E9IHCZA,B003BQR0AI,FashionIQ,shirt,is black with words and is black with shorter sleeves,train
B00AJWOMNA,B000C4EVC2,FashionIQ,shirt,has long sleeves with a native american graphic and has longer sleeves and is more graphic,train
B00CTKTWIA,B0084RZQAA,FashionIQ,shirt,has a different graphic and is bold and masculine,train
B0014BSGFA,B005HJPKGI,FashionIQ,shirt,the shirt is blue in color with short sleeves and has shorter sleeves,train
B008RTRHSY,B00DHCAVIO,FashionIQ,shirt,has longer sleeves with a marijuana related graphic and has short sleeve and is large logo,train
B0067EYG8A,B0098P7WB8,FashionIQ,shirt,is a feminine blue shirt and is purple with multi colored writing,train
B008ARGJ7S,B00BHOXSGQ,FashionIQ,shirt,is more emotional and more detailed and has a different logo,train
B004YO9YEG,B0099I3D7Q,FashionIQ,shirt,short black t shirt with tight fit and the front has a different graphic,train
B000VTI5MA,B003L8LRB4,FashionIQ,shirt,is more circular and off center and is brown and looser fit,train
B001LNRJZO,B0038ORS1Y,FashionIQ,shirt,has longer sleeves and is flowy and has longer sleeves,train
B008LTK4EY,B0041VC9IU,FashionIQ,shirt,has longer sleeves and has longer sleeves,train
B006IUZEQQ,B005BU5D1A,FashionIQ,shirt,has sleeves and gold and red graphic,train
B00CR90AA2,B0085P6IOO,FashionIQ,shirt,is black with buttons down and is a shirt and is more black in colour,train
B006QY49VA,B009LATZ3I,FashionIQ,shirt,has art in the middle and is white color and is white with red text,train
B004YA3H8Y,B006JXVOIE,FashionIQ,shirt,has shorter sleeves and no graphics and is yellow with no sleeves,train
B0050JFQJG,B00C79FO8U,FashionIQ,shirt,is more casual and has more green and a larger stripes,train
B008AKO3RI,B005B5GEB8,FashionIQ,shirt,is better and it is less checked and more striped,train
B001AJY4WK,B003C5CQMU,FashionIQ,shirt,is the same and lighter color,train
B008LMM9UI,B0002NZ6L8,FashionIQ,shirt,is black polo shirt and is blacker with a looser fit,train
B00AJJKELM,B00AJJJL0W,FashionIQ,shirt,more grey stripped and is brown with white stripes,train
B006CQWDHO,B007R9Y3WI,FashionIQ,shirt,is tan less camoflage and is lighter in color,train
B001EB2ERQ,B00DDXI6ZC,FashionIQ,shirt,the shirt is red with a horse and is black with a booth england flag,train
B00FDSSX0I,B00B7LYAPC,FashionIQ,shirt,is violet in color and neck is little lower and has more purple,train
B00544DX2E,B003PBRTYG,FashionIQ,shirt,has large graphic image in the middle and is black in color and is darker blue and black with picture of monster,train
B009N07RMM,B005LA7KEI,FashionIQ,shirt,is lighter and is greener with a darker graphic,train
B00BQ8HQAC,B004M17DIK,FashionIQ,shirt,is blue with a logo without a collar and is bright blue with a large graphic,train
B002M4MD4S,B00262K8ES,FashionIQ,shirt,is darker colored and has a larger image on it and is a black graphic tee,train
B001Q4T4FG,B00DESVXXI,FashionIQ,shirt,is lighter and is teal,train
B000CDDRI2,B009ERN1FG,FashionIQ,shirt,more color and stripped and has horizontal stripes and is deeper blue,train
B001S2PQ76,B000BMUXFE,FashionIQ,shirt,is a short sleeve shirt of a guitarist and is red and long sleeved,train
B000X98INE,B001SERZQY,FashionIQ,shirt,has less wording and has a kimi hendrix signature,train
B008A5FX90,B007CIXS66,FashionIQ,shirt,is grey and doesn t have a pattern and grey and is more plain,train
B009PHE58C,B009PHE3TI,FashionIQ,shirt,has more wording and has a bigger,train
B005Z6KHRA,B005OCH7T6,FashionIQ,shirt,a black tee shirt with pacman game on it and has an intricate pac man design on the front,train
B004U952YQ,B00BP1HI80,FashionIQ,shirt,has a closed front with no buttons and has no buttons,train
B00CAXC66Q,B007ZTZOR8,FashionIQ,shirt,has a different logo and is darker green and circular logo,train
B002XNI996,B007QXO3QG,FashionIQ,shirt,is more edgy and photographic and has a different print on it,train
B0037OJ2ZU,B006L195J4,FashionIQ,shirt,is grey with shorter sleeves with a wave on it and is lighter and has shorter sleeves,train
B007JES552,B0043CKP0Q,FashionIQ,shirt,is darker and has more colors,train
B005UXF3L8,B0080FVBHS,FashionIQ,shirt,is a black fitted t shirt with white motif and wording and smaller graphic,train
B00805EFF8,B00BCSG12U,FashionIQ,shirt,is lighter and is much lighter in color,train
B0089YE35C,B0072HDDI0,FashionIQ,shirt,is more green and less wordy and is green and has a question mark graphic,train
B005KMZIV4,B004W9UMB2,FashionIQ,shirt,is a black colored shirt with humored text and is humorous and is cool,train
B005N4FSGY,B004XFY306,FashionIQ,shirt,is more official and has more blue and no sleeves,train
B00AWHZSDU,B00CP887L4,FashionIQ,shirt,is sleeveless and is a tank top,train
B000VTB536,B002LOCT48,FashionIQ,shirt,is black with people designs and has a cartoon graphic on front,train
B007L5BWJ0,B007JOOAJC,FashionIQ,shirt,is darker with more colors and is black with green lettering,train
B009LLJTTM,B00GC3E52S,FashionIQ,shirt,is solid green and desired item is mint green with red text,train
B00AZ02ZTO,B004Y67QHQ,FashionIQ,shirt,yellow and more patterned and is lighter,train
B002KQ6N8K,B00DYYEEF6,FashionIQ,shirt,the shirt is gray in color with animation people and is grey with a cartoon graphic,train
B0041A4EC0,B00FNK6ID0,FashionIQ,shirt,has only white words and has no persons face printed,train
B005OAHZEK,B00740KU5Y,FashionIQ,shirt,is a short sleeve polo and is more black,train
B0072Z9Y4Y,B0072YG09M,FashionIQ,shirt,supports archery and has different lettering,train
B008BSWJ7U,B00E200VWQ,FashionIQ,shirt,is gray and more basic and is a grey t shirt,train
B006H23NI6,B0041Q4Q2C,FashionIQ,shirt,black color tshirt is less revealing and is darker with thinner stripes,train
B007FUFUPI,B007FUG64W,FashionIQ,shirt,is grey and black in color and is gray and less colorful,train
B000FCAUDU,B009NIQHFM,FashionIQ,shirt,has more stripes and has horizontal stripes,train
B005JVJJ0W,B0011XCDHS,FashionIQ,shirt,is a darker blue and is blue and has long sleeve,train
B009A4VEL6,B000XML4OQ,FashionIQ,shirt,lighter and is not a super hero logo and is darker,train
B007N6SMG8,B0093SL8UG,FashionIQ,shirt,is black with small designs and has a smaller graphic on it,train
B001TXKOSA,B001QLLTKM,FashionIQ,shirt,is more blue and is darker,train
B007PPY644,B000S68TRM,FashionIQ,shirt,is blue with blue designs and is blue with light blue panels,train
B009X99MQC,B008UFDTAA,FashionIQ,shirt,is white with lrg writing and is white with grey pattern,train
B00719W4WK,B00EE81G52,FashionIQ,shirt,is more formal with longer sleeves and a green plaid pattern and has long sleeves and buttons and a green plaid pattern,train
B003NH023M,B00C9NU56A,FashionIQ,shirt,is more black and is darker colored and has more print,train
B004UIJPVS,B002RC309C,FashionIQ,shirt,has two crows with a moon on it and has birds and is brighter,train
B00EP26BPC,B004KPS6AW,FashionIQ,shirt,is light blue colored with stripes and a bright blue black checked long sleeved shirt,train
B004JCH7CE,B00DTVT0GW,FashionIQ,shirt,has longer sleeves and collar with buttons and is longer sleeved,train
B003H2G6U6,B0075AIZ5A,FashionIQ,shirt,is darker and has a darker color and different graphic design,train
B009A04MEQ,B00AB2Q3DK,FashionIQ,shirt,is black and is darker with a more colorful print,train
B005S29L1E,B009GFN6HO,FashionIQ,shirt,is blue with a pocket and has more color,train
B007TW79EW,B0084A8JSS,FashionIQ,shirt,has a more simple graphic and is gray and has a transformers graphic,train
B006OK82NC,B006OK80RA,FashionIQ,shirt,is darker and has no pockets and is darker in color,train
B004BZDWGY,B00B3XP9BS,FashionIQ,shirt,is longer and has a more intricate design,train
B0099DGE1I,B009JT22IQ,FashionIQ,shirt,has yellow and orange designs on them and is a brighter blue,train
B004GRD0MI,B009LIMXGQ,FashionIQ,shirt,has a hood and is brighter coloured hoodie,train
B005MRG6KE,B00B01IMI0,FashionIQ,shirt,white colored and is white and has a different graphic,train
B0042H9MN8,B004V18JBQ,FashionIQ,shirt,is blue with a more whimsical graphic and has face graphic and is bluer,train
B007YQ1E1M,B008KXNDAS,FashionIQ,shirt,has a long sleeve button black shirt and is black colored,train
B009B7Q9KS,B007ISC2R6,FashionIQ,shirt,more muted and darker and is darker,train
B008VX0P1W,B005FU0VK4,FashionIQ,shirt,is short sleeved with no hoodie and is a black t shirt,train
B007E98HS2,B000PU0GAY,FashionIQ,shirt,its white with the rolling stones toung on it and a rolling stones t shirt,train
B004EPYKFI,B007KIA2JE,FashionIQ,shirt,has a crew neck and is more casual and has no collar,train
B005BUKLZ8,B002SRLGCE,FashionIQ,shirt,is white with a yellow star on skull and is white with a yellow logo,train
B000IVGP32,B00AAV863W,FashionIQ,shirt,has a creamier color and a different print and is more innappropriate,train
B005I0IUL8,B00BCYT8EC,FashionIQ,shirt,is black in color and is black in color,train
B007YVFEGS,B009K8PPBM,FashionIQ,shirt,is lighter and a corvette patch,train
B007JX4Y58,B001ESZF3O,FashionIQ,shirt,a tie dye tee with several colors and is more colorful,train
B000TJ59IA,B001V9LO22,FashionIQ,shirt,is black colored and is black with yellow and orange text,train
B008CG0A7C,B003674EZG,FashionIQ,shirt,is a t shirt saying gym tan laundry and is lighter colored,train
B0071OU620,B000F2FHVK,FashionIQ,shirt,is a light colored t shirt with print of two horses and has horse profiles and a tan background,train
B007CX4BK8,B007P2DNYQ,FashionIQ,shirt,is black with print and has a different pattern and more structured collar,train
B003DI8RDI,B007R1OCFE,FashionIQ,shirt,is long sleeved and dark plaid with green accents stripes and white with different graphics,train
B007PZQL4C,B000KMCX8U,FashionIQ,shirt,has more buttons and is darker and is in a different color,train
B00ALG3QTK,B0073AQX0Q,FashionIQ,shirt,is darker and is black and has a different graphic,train
B00E80F7ZQ,B00DQW6A3U,FashionIQ,shirt,this is black t shirt and is black with white lettering,train
B006L11CCC,B0076MSNFE,FashionIQ,shirt,is white and sleeveles and is more feminine,train
B001E8FGH4,B00BH4GYT4,FashionIQ,shirt,has a lighter color and much more text on the print and is lighter in color,train
B00DAXAVL2,B00DM0QU86,FashionIQ,shirt,is a long sleeved red and black plaid shirt and it is checked and has long sleeves,train
B002SSUK3Y,B00AOJFYVW,FashionIQ,shirt,is black with pink and blue graphics and desired item is black with red and blue floral print,train
B0074GE2Y8,B00GU07WGE,FashionIQ,shirt,the shirt is of the american flag and is red white and blue with longer sleeves,train
B004HTWUI0,B00EPGRAAI,FashionIQ,shirt,is darker with different graphics and a black grey shirt with a tiger face on front,train
B006QX9X80,B000Z8BO5M,FashionIQ,shirt,has a light black color with a small brand logo and has a small logo,train
B007E98HS2,B000QWYKS0,FashionIQ,shirt,is more fun and is more faded,train
B006TTPTYS,B009GXKCLO,FashionIQ,shirt,the shirt is short sleeve and is purple and is light purple colored,train
B001C4ETZ0,B004FPH7U2,FashionIQ,shirt,is brighter in color and is lighter in color,train
B007SORUOU,B007W5M540,FashionIQ,shirt,is a white t shirt that says i m okay and is white with fake blood print,train
B000X8ZL9O,B0080HMFK8,FashionIQ,shirt,is dark blue colored and is navy blue and iconic,train
B001QVH9HE,B009YYMPRO,FashionIQ,shirt,has longer sleeves and is red with longer sleeves,train
B001QJMM0U,B005TF4GKG,FashionIQ,shirt,is green in color with a human face in center and is more colorful,train
B00AQXA0FG,B0085NMCFU,FashionIQ,shirt,the shirt is black with a fore emblem and has a larry the cable guy design,train
B008FV5OYS,B008R9J14M,FashionIQ,shirt,has less colored stripes and is green with black stripes,train
B0030BYZSO,B00B8YW51O,FashionIQ,shirt,is grey and has longer sleeves and has longer sleeves and darker colored,train
B006WA4WQU,B007BSPQJE,FashionIQ,shirt,is more blue and is light blue,train
B0042DD09O,B0089KFCRO,FashionIQ,shirt,is white with a red moon and is off white with red circular picture,train
B0017PMCXU,B001ALZH74,FashionIQ,shirt,is a black t shirt and is black with white advertising slogal,train
B0094GJQNI,B00BQKA54O,FashionIQ,shirt,is navy and it has a pocket and it is more colorful,train
B003BTH1TK,B009GXK9WG,FashionIQ,shirt,has longer sleeves with white color and is more formal,train
B007HKOJIK,B000CDDRI2,FashionIQ,shirt,is white with black designs and white raglan short sleeved tee with logo,train
B000I7OUQ0,B00AOAPJ7U,FashionIQ,shirt,is more lighter with an image of dog and is a brighter color,train
B00CBSWS04,B00DHOWLA8,FashionIQ,shirt,is brighter and larger and is a lighter grey with no other colour except black,train
B00ASP0N90,B000HBNYMS,FashionIQ,shirt,is a black master of the cowbell t shirt and is black colored,train
B004D8PSHA,B000VZKCU2,FashionIQ,shirt,is a black long sleeve crew neck shirt and has longer sleeves,train
B00B2I789K,B004D39JQ6,FashionIQ,shirt,is more bold and shorter sleeves,train
B00BHA80PE,B004S0KG16,FashionIQ,shirt,is more a polo and is red and is red with shorter sleeves,train
B000H6EGC0,B009EU52U0,FashionIQ,shirt,is a slightly different color and is a different shade of gray,train
B005Z2BPDO,B0052QESF0,FashionIQ,shirt,is black with white checkered and has a flannel pattern and is lighter,train
B005KN1GNM,B004TI6BXY,FashionIQ,shirt,is brown and is brown,train
B005ZO9GQA,B00FS7CP9O,FashionIQ,shirt,is gray with blue figure and has less text graphics,train
B00BV2Q6N6,B00BV2QC2Q,FashionIQ,shirt,is a lighter color and is white with gray outlines,train
B0089SVJKU,B0089SVIJW,FashionIQ,shirt,has stripes and is more casual and fitted,train
B00C7IOTNW,B00BSN3JTC,FashionIQ,shirt,has shorter sleeves and no stripes and is solid with double pockets,train
B002Z11LQO,B0051EQHAC,FashionIQ,shirt,is large and orange and is orange and short sleeved,train
B007ICP6FM,B0038FT0MS,FashionIQ,shirt,is white in color and has a lighter color base,train
B00079ZW7K,B000YA114A,FashionIQ,shirt,is white and is lighter in color,train
B000QF3RM2,B008VFLJZG,FashionIQ,shirt,has a blue xavier s school logo and is masculine and stylish,train
B0075CWN42,B00ATY53B8,FashionIQ,shirt,is black with white buttons and it has a collar and buttons up,train
B00008JTOR,B000VD6P8C,FashionIQ,shirt,has a green tie and a white long sleeved shirt w green tie,train
B004NWFRBS,B0091NLQV4,FashionIQ,shirt,is a pack of three emery boards and is darker,train
B0076BKCOU,B001E0YYKC,FashionIQ,shirt,is darker and is darker with white trim,train
B008QQACHG,B005CCZ894,FashionIQ,shirt,has multiple color blue stripes and has long sleeve and is light blue color,train
B00BNT6FUG,B00AW1UG7O,FashionIQ,shirt,is blue colored with an image and is a little shorter in a dark color,train
B001PNA7BI,B001ELSL1E,FashionIQ,shirt,is solid black in color and is a darker color,train
B005E5L40G,B0083Q13TU,FashionIQ,shirt,is more black and is a much darker color,train
B00935MBLY,B005KQX4PW,FashionIQ,shirt,dark colored and no pocket detail and is black and purple,train
B009MINOEA,B004Q78USM,FashionIQ,shirt,is colorful and casual and is light blue and doesn t have buttons,train
B007XCSMXK,B004EHZ5YQ,FashionIQ,shirt,has a smaller black design and is white with black letters and longer,train
B009A56D34,B007PYDFG0,FashionIQ,shirt,has imagery on the left and right front chest and has a print on both breasts,train
B00B0DP312,B004YA2OHY,FashionIQ,shirt,has more of a collar and is striped and is black and white horizontal stripes with yellow collar and arm band polo,train
B008HK0FQ4,B003UASHE8,FashionIQ,shirt,is black with wine mixer written on it and is dark blue,train
B000G2JNGO,B003O0N0LO,FashionIQ,shirt,is gray and has short sleeves and is lighter,train
B0094FI7NO,B0086942V0,FashionIQ,shirt,is black in color without buttons and has no button and is black color,train
B004GUTVVE,B002RL7WZG,FashionIQ,shirt,is darker and is black colored and has white pattern on it,train
B004Y3B42C,B0012N9XZC,FashionIQ,shirt,has longer sleeves and a slightly higer neckline and the desired item has long sleeves,train
B001U8A074,B0054PD1FC,FashionIQ,shirt,is white with bubble letters on it and is lighter in color,train
B00863DEJM,B0091G95E6,FashionIQ,shirt,has long sleeves and is bolder and has longer sleeves,train
B00847H2Z2,B002OKV9OU,FashionIQ,shirt,is black and shiny with stars and has a different type of buckle,train
B0035LDL98,B006IKQ3M0,FashionIQ,shirt,is navy with long sleeves and is a navy long sleeved tee,train
B00AO1F758,B00AJLJ1PA,FashionIQ,shirt,is more striped and colorful and is more plain,train
B009A4VEL6,B0086L2JMM,FashionIQ,shirt,is dark colored with red image and has a red spider,train
B001SN7X9O,B0052D1FJU,FashionIQ,shirt,has no sleeves and white short sleeved with flag colors and face picture,train
B007Z3LRFW,B00C0FGNUO,FashionIQ,shirt,is blue and less graphic and black shirt with colorful lettering,train
B00BSOKAK2,B00FVTJVWS,FashionIQ,shirt,is long sleeved with a higher neckline and is a turtle neck sweater,train
B00B0D8IDM,B00A94MKJQ,FashionIQ,shirt,has longer sleeves and is white and is white and has long sleeves,train
B006Z3LJ2Y,B006IUZEQQ,FashionIQ,shirt,is a no sleeved tank top with colored text and is sleeveless black tee with large imprint,train
B00DC845AS,B009PN5Y5Y,FashionIQ,shirt,has a lighter color and includes a pattern and is a flannel shirt,train
B008A5FWNC,B008A5FW8M,FashionIQ,shirt,is red plaid button up plaid shirt and is darker and has longer sleeves,train
B007TW79EW,B00BVWRH84,FashionIQ,shirt,is more symmetrical and less cartoonish and has a smalled blue and purple logo on the front,train
B003WY85O4,B00AIGA1ZA,FashionIQ,shirt,has a zombie and has a large graphic on the front,train
B002CFUSUI,B0087F5KTG,FashionIQ,shirt,is written ford and is lighter and more masculine,train
B00AE42YB0,B007X218U4,FashionIQ,shirt,is white colored and has buttons and is white with buttons and collars,train
B00BUCU5GG,B00A7BZ1ME,FashionIQ,shirt,button down and is bright blue,train
B007OX6T9C,B00CEKL6P2,FashionIQ,shirt,is white and a t shirt and is light and not collared,train
B00AHZX59Q,B00EK5V0JG,FashionIQ,shirt,is light grey with no patterns and has gray,train
B004ON467M,B0029ZAFHW,FashionIQ,shirt,is black with a white logo and is darker,train
B0088NZ5EW,B0088P2LLK,FashionIQ,shirt,has an image of a pumpkin and has different graphics,train
B0049ADQ3A,B000F2H100,FashionIQ,shirt,is yellow and has a different animal on it and is yellow and has a bird graphic,train
B003IKOMTE,B00AOA1KCI,FashionIQ,shirt,has shorter sleeves and is sleeveless with black strips on the top fourth of it,train
B0014SBK4M,B004XBTORM,FashionIQ,shirt,is less casual and more white and is much dressier looking,train
B0088P6VFC,B00B439FW6,FashionIQ,shirt,is brown with a white grahic and is lighter,train
B00BQ20UD8,B00AYK0F24,FashionIQ,shirt,has a v neck and desired item is black and references money,train
B004Y18VQ6,B004GSQIT4,FashionIQ,shirt,i want something a bit darker and with a pocket and is white with a pocket on front,train
B0085P0OCG,B004VDCR44,FashionIQ,shirt,has pockets and checkered pattern and a light blue shirt,train
B005TBAZEG,B001SN7O4S,FashionIQ,shirt,had ac dc written on it and is baggier and less stylish,train
B00AWPTL94,B009H2YK62,FashionIQ,shirt,is orange collared shirt and it is less casual and more checked,train
B000IZRWVC,B008WOZ2IG,FashionIQ,shirt,has less flame graphics and has more stripes and less red,train
B000BNXX5A,B0051UN04M,FashionIQ,shirt,is not a shirt and is a water guard spray product,train
B005JZROY6,B009WWTSUA,FashionIQ,shirt,is a short sleeve shirt with colorful art and has shorter sleeves and brighter colours,train
B00BN3RT7U,B008Z0QG5A,FashionIQ,shirt,is restrictive and has more words on it,train
B0083WH1YK,B004D5J5UY,FashionIQ,shirt,is an anti obama shirt and is anti obama,train
B00266PE3E,B00BZQ841U,FashionIQ,shirt,is darker in color with longer sleeves and is darker colored and long sleeved,train
B008R7FJZ4,B008R7F1GQ,FashionIQ,shirt,double color and brighter and is more blue,train
B0072D8LV8,B0037TMAZ4,FashionIQ,shirt,is blue and less political and dressier,train
B001JKGJGY,B001JKBFTU,FashionIQ,shirt,looks identical and is exactly the same,train
B007VGEMWS,B009B1C6OM,FashionIQ,shirt,is lighter and is light blue with print on front,train
B00DUSAQCQ,B00A8D1260,FashionIQ,shirt,is white with a red faded design and is orange and has short sleeve,train
B00E4XPD9W,B00F02EM0C,FashionIQ,shirt,is more dramatic and less juvenile and has a mask,train
B000VZKCU2,B008F34L2W,FashionIQ,shirt,short sleeves with graphic and is lighter in color,train
B00BCX6F1C,B003O9OQ6S,FashionIQ,shirt,has a more faded logo and has a different graphic,train
B005253H4O,B008VTNBOE,FashionIQ,shirt,has tapout logo only in center and graphic is on front of chest only,train
B00CMTEM74,B00DGYG1RS,FashionIQ,shirt,is more graphic and less revealing and has short sleeves and is more urban,train
B001BELAEO,B006AWST9G,FashionIQ,shirt,is more feminine and is pink and more feminine,train
B000CDMWHY,B0072D8LV8,FashionIQ,shirt,is more whimsical and a green t shirt with a leaf on the front,train
B00B1WEPK2,B005G4SW82,FashionIQ,shirt,has long sleeves and is red in color,train
B009NB1FOW,B009TP6VMS,FashionIQ,shirt,is lighter with different graphics and is grey with a monkey on front,train
B007WML04O,B007Z8W4B8,FashionIQ,shirt,is short sleeve and is dark and has shorter sleeves,train
B0075GLQXC,B00A4NK2FG,FashionIQ,shirt,has a blue color with no text and is bluer with less text,train
B007SHEWP2,B0068FW0OU,FashionIQ,shirt,has a collar and is not as black and has more buttons,train
B0033AG7WO,B005J59W5U,FashionIQ,shirt,is sleeveless and black and is sleeveless black colored,train
B006YYBMWG,B004AFNBPC,FashionIQ,shirt,is a darker blue with a superhero graphic and is navy blue superman tee shirt,train
B006URR9HY,B00455VX0C,FashionIQ,shirt,is black colored with centered text and is solid black with white logo,train
B00AVMNIEM,B00B57ZSBI,FashionIQ,shirt,the black tshirt is more loose and has a front graphic,train
B00AWVQXBM,B00AWVQOW0,FashionIQ,shirt,the shirt is short sleeve and oranige in color and has less revealing and is orange color,train
B00AK8OFB2,B004VP7490,FashionIQ,shirt,has a green fox logo and has a green logo,train
B00AOJHINE,B005ILJW6O,FashionIQ,shirt,has longer sleeves and is long sleeve,train
B009ENSP9W,B005AA6X9C,FashionIQ,shirt,is red with grey logo and is red with grey motif,train
B00A8OJT2I,B00AKQGLFC,FashionIQ,shirt,has white and black bold lettering and has larger and bolder font,train
B007CPH53Q,B00BT5W8GO,FashionIQ,shirt,has shorter sleeves and is darker and has short sleeves,train
B001C5WSM0,B000UWOKEA,FashionIQ,shirt,has contrasting buttons and deeper color and is orange in color,train
B003SE6B08,B00BUC39JQ,FashionIQ,shirt,is brighter and more fitting and is white with red logo,train
B00C600Y8K,B00AY2FFJU,FashionIQ,shirt,is blue with a collared shirt and desired item is a blue button up shirt,train
B005HTH2BO,B008FV5OYS,FashionIQ,shirt,has shorter sleeves and a collar and is a pink and white polo,train
B008EIXM28,B00800BE0M,FashionIQ,shirt,is green with stripes and has shorter sleeves,train
B00138QBX8,B00138OCMK,FashionIQ,shirt,has sleeves and blue text and is short sleeved and blue logo words,train
B004DY6FIU,B000LBF0C6,FashionIQ,shirt,has solid light blue without prints and is white and less hawaiian,train
B00BQW6H6M,B0006B4AWC,FashionIQ,shirt,has long sleeves with no buttons and is not button up and is short sleeves,train
B0012F7FDW,B0056X7P04,FashionIQ,shirt,is solid white and is white and not denim,train
B00C6W6PL8,B0081CZHES,FashionIQ,shirt,is black and sleeveless and is darker and sleeveless,train
B00DQF3V7U,B009OF9ELS,FashionIQ,shirt,is tighter fitting with long sleeves and is all navy blue with long sleeves,train
B00BEEKTC0,B0092KIE2A,FashionIQ,shirt,is grey button collared shirt with short sleeves ok and is solid gray and has shorter sleeves,train
B004JGIWKQ,B005OK4WZA,FashionIQ,shirt,is black with popeye on it and is darker,train
B007CU8F1C,B003JZCD9Y,FashionIQ,shirt,has longer sleeves with blue stripes and has fewer horizontal stripes on it,train
