vec_row,image_id,item_id,split,view,gender,product_type,category,row_in_captions,caption,clean_caption,text_only_input,fashion_clip_prompt
11928,WOMEN-Tees_Tanks-id_00005633-03_4_full,id_00005633,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11928,This person is wearing a tank tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a suspenders neckline. The pants this person wears is of three-point length. The pants are with denim fabric and pure color patterns. There is an accessory on her wrist. The female wears a ring.,this person is wearing a tank tank shirt with graphic patterns the tank shirt is with cotton fabric it has a suspenders neckline the pants this person wears is of three point length the pants are with denim fabric and pure color patterns there is an accessory on her wrist the female wears a ring,this person is wearing a tank tank shirt with graphic patterns the tank shirt is with cotton fabric it has a suspenders neckline the pants this person wears is of three point length the pants are with denim fabric and pure color patterns there is an accessory on her wrist the female wears a ring,"a photo of a women tees tanks, this person is wearing a tank tank shirt with graphic patterns the tank shirt is with cotton fabric it has a suspenders neckline the pants this person wears is of three point length the pants are with denim fabric and pure color patterns there is an accessory on her wrist the female wears a ring"
11929,WOMEN-Tees_Tanks-id_00005633-04_7_additional,id_00005633,query,additional,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11929,"The upper clothing has sleeves cut off, cotton fabric and graphic patterns. The neckline of it is suspenders. The lower clothing is of three-point length. The fabric is denim and it has solid color patterns. There is an accessory on her wrist. The person wears a ring. The person has neckwear.",the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of three point length the fabric is denim and it has solid color patterns there is an accessory on her wrist the person wears a ring the person has neckwear,the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of three point length the fabric is denim and it has solid color patterns there is an accessory on her wrist the person wears a ring the person has neckwear,"a photo of a women tees tanks, the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of three point length the fabric is denim and it has solid color patterns there is an accessory on her wrist the person wears a ring the person has neckwear"
11930,WOMEN-Tees_Tanks-id_00005638-01_7_additional,id_00005638,query,additional,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11930,"Her shirt has long sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The pants the lady wears is of three-point length. The pants are with leather fabric and solid color patterns. There is an accessory in his her neck. The person wears a pair of socks. There is a ring on her finger.",her shirt has long sleeves cotton fabric and pure color patterns the neckline of it is crew the pants the lady wears is of three point length the pants are with leather fabric and solid color patterns there is an accessory in his her neck the person wears a pair of socks there is a ring on her finger,her shirt has long sleeves cotton fabric and pure color patterns the neckline of it is crew the pants the lady wears is of three point length the pants are with leather fabric and solid color patterns there is an accessory in his her neck the person wears a pair of socks there is a ring on her finger,"a photo of a women tees tanks, her shirt has long sleeves cotton fabric and pure color patterns the neckline of it is crew the pants the lady wears is of three point length the pants are with leather fabric and solid color patterns there is an accessory in his her neck the person wears a pair of socks there is a ring on her finger"
11931,WOMEN-Tees_Tanks-id_00005662-01_7_additional,id_00005662,query,additional,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11931,This person wears a short-sleeve shirt with complicated patterns and a three-point pants. The shirt is with cotton fabric. The neckline of the shirt is crew. The pants are with denim fabric and solid color patterns. The female has neckwear. There is an accessory on her wrist. This lady is wearing a ring on her finger.,this person wears a short sleeve shirt with complicated patterns and a three point pants the shirt is with cotton fabric the neckline of the shirt is crew the pants are with denim fabric and solid color patterns the female has neckwear there is an accessory on her wrist this lady is wearing a ring on her finger,this person wears a short sleeve shirt with complicated patterns and a three point pants the shirt is with cotton fabric the neckline of the shirt is crew the pants are with denim fabric and solid color patterns the female has neckwear there is an accessory on her wrist this lady is wearing a ring on her finger,"a photo of a women tees tanks, this person wears a short sleeve shirt with complicated patterns and a three point pants the shirt is with cotton fabric the neckline of the shirt is crew the pants are with denim fabric and solid color patterns the female has neckwear there is an accessory on her wrist this lady is wearing a ring on her finger"
11932,WOMEN-Tees_Tanks-id_00005664-05_4_full,id_00005664,train,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11932,The person is wearing a short-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a crew neckline. The person wears a long pants. The pants are with denim fabric and solid color patterns. There is an accessory in his her neck. The lady is wearing a ring on her finger. There is an accessory on her wrist.,the person is wearing a short sleeve shirt with solid color patterns the shirt is with cotton fabric it has a crew neckline the person wears a long pants the pants are with denim fabric and solid color patterns there is an accessory in his her neck the lady is wearing a ring on her finger there is an accessory on her wrist,the person is wearing a short sleeve shirt with solid color patterns the shirt is with cotton fabric it has a crew neckline the person wears a long pants the pants are with denim fabric and solid color patterns there is an accessory in his her neck the lady is wearing a ring on her finger there is an accessory on her wrist,"a photo of a women tees tanks, the person is wearing a short sleeve shirt with solid color patterns the shirt is with cotton fabric it has a crew neckline the person wears a long pants the pants are with denim fabric and solid color patterns there is an accessory in his her neck the lady is wearing a ring on her finger there is an accessory on her wrist"
11933,WOMEN-Tees_Tanks-id_00005664-07_2_side,id_00005664,train,side,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11933,The person is wearing a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric. There is an accessory on her wrist. The person has neckwear. The female is wearing a ring on her finger.,the person is wearing a short sleeve t shirt with solid color patterns the t shirt is with cotton fabric there is an accessory on her wrist the person has neckwear the female is wearing a ring on her finger,the person is wearing a short sleeve t shirt with solid color patterns the t shirt is with cotton fabric there is an accessory on her wrist the person has neckwear the female is wearing a ring on her finger,"a photo of a women tees tanks, the person is wearing a short sleeve t shirt with solid color patterns the t shirt is with cotton fabric there is an accessory on her wrist the person has neckwear the female is wearing a ring on her finger"
11934,WOMEN-Tees_Tanks-id_00005664-07_7_additional,id_00005664,train,additional,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11934,This person is wearing a short-sleeve shirt with solid color patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is round. The pants are with denim fabric and solid color patterns. There is an accessory on her wrist. There is an accessory in his her neck. The person wears a ring.,this person is wearing a short sleeve shirt with solid color patterns and a long pants the shirt is with cotton fabric the neckline of the shirt is round the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is an accessory in his her neck the person wears a ring,this person is wearing a short sleeve shirt with solid color patterns and a long pants the shirt is with cotton fabric the neckline of the shirt is round the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is an accessory in his her neck the person wears a ring,"a photo of a women tees tanks, this person is wearing a short sleeve shirt with solid color patterns and a long pants the shirt is with cotton fabric the neckline of the shirt is round the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is an accessory in his her neck the person wears a ring"
11935,WOMEN-Tees_Tanks-id_00005669-04_4_full,id_00005669,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11935,This female wears a sleeveless tank shirt with pure color patterns and a long trousers. The tank shirt is with cotton fabric and its neckline is round. The trousers are with denim fabric and pure color patterns. The female is wearing a ring on her finger.,this female wears a sleeveless tank shirt with pure color patterns and a long trousers the tank shirt is with cotton fabric and its neckline is round the trousers are with denim fabric and pure color patterns the female is wearing a ring on her finger,this female wears a sleeveless tank shirt with pure color patterns and a long trousers the tank shirt is with cotton fabric and its neckline is round the trousers are with denim fabric and pure color patterns the female is wearing a ring on her finger,"a photo of a women tees tanks, this female wears a sleeveless tank shirt with pure color patterns and a long trousers the tank shirt is with cotton fabric and its neckline is round the trousers are with denim fabric and pure color patterns the female is wearing a ring on her finger"
11936,WOMEN-Tees_Tanks-id_00005683-03_4_full,id_00005683,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11936,The female wears a short-sleeve shirt with pure color patterns and long pants. The shirt is with cotton fabric and it has a round neckline. The pants are with denim fabric and solid color patterns. There is an accessory on her wrist. There is a ring on her finger. There is an accessory in his her neck.,the female wears a short sleeve shirt with pure color patterns and long pants the shirt is with cotton fabric and it has a round neckline the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger there is an accessory in his her neck,the female wears a short sleeve shirt with pure color patterns and long pants the shirt is with cotton fabric and it has a round neckline the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger there is an accessory in his her neck,"a photo of a women tees tanks, the female wears a short sleeve shirt with pure color patterns and long pants the shirt is with cotton fabric and it has a round neckline the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger there is an accessory in his her neck"
11937,WOMEN-Tees_Tanks-id_00005688-01_1_front,id_00005688,train,front,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11937,"The sweater the lady wears has long sleeves and it is with cotton fabric and other patterns. The neckline of the sweater is round. The lady wears a three-point pants, with denim fabric and pure color patterns. This woman also wears an outer clothing, with knitting fabric and pure color patterns. There is a ring on her finger. There is an accessory in his her neck.",the sweater the lady wears has long sleeves and it is with cotton fabric and other patterns the neckline of the sweater is round the lady wears a three point pants with denim fabric and pure color patterns this woman also wears an outer clothing with knitting fabric and pure color patterns there is a ring on her finger there is an accessory in his her neck,the sweater the lady wears has long sleeves and it is with cotton fabric and other patterns the neckline of the sweater is round the lady wears a three point pants with denim fabric and pure color patterns this woman also wears an outer clothing with knitting fabric and pure color patterns there is a ring on her finger there is an accessory in his her neck,"a photo of a women tees tanks, the sweater the lady wears has long sleeves and it is with cotton fabric and other patterns the neckline of the sweater is round the lady wears a three point pants with denim fabric and pure color patterns this woman also wears an outer clothing with knitting fabric and pure color patterns there is a ring on her finger there is an accessory in his her neck"
11938,WOMEN-Tees_Tanks-id_00005702-06_4_full,id_00005702,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11938,This lady wears a tank tank top with pure color patterns and a three-point pants. The tank top is with cotton fabric. The pants are with denim fabric and solid color patterns.,this lady wears a tank tank top with pure color patterns and a three point pants the tank top is with cotton fabric the pants are with denim fabric and solid color patterns,this lady wears a tank tank top with pure color patterns and a three point pants the tank top is with cotton fabric the pants are with denim fabric and solid color patterns,"a photo of a women tees tanks, this lady wears a tank tank top with pure color patterns and a three point pants the tank top is with cotton fabric the pants are with denim fabric and solid color patterns"
11939,WOMEN-Tees_Tanks-id_00005702-07_4_full,id_00005702,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11939,"Her tank top has no sleeves, cotton fabric and pure color patterns. The pants this woman wears is of three-point length. The pants are with denim fabric and solid color patterns. The female wears a ring.",her tank top has no sleeves cotton fabric and pure color patterns the pants this woman wears is of three point length the pants are with denim fabric and solid color patterns the female wears a ring,her tank top has no sleeves cotton fabric and pure color patterns the pants this woman wears is of three point length the pants are with denim fabric and solid color patterns the female wears a ring,"a photo of a women tees tanks, her tank top has no sleeves cotton fabric and pure color patterns the pants this woman wears is of three point length the pants are with denim fabric and solid color patterns the female wears a ring"
11940,WOMEN-Tees_Tanks-id_00005702-08_4_full,id_00005702,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11940,"Her tank shirt has sleeves cut off, cotton fabric and pure color patterns. The shorts this lady wears is of three-point length. The shorts are with denim fabric and pure color patterns. There is a ring on her finger.",her tank shirt has sleeves cut off cotton fabric and pure color patterns the shorts this lady wears is of three point length the shorts are with denim fabric and pure color patterns there is a ring on her finger,her tank shirt has sleeves cut off cotton fabric and pure color patterns the shorts this lady wears is of three point length the shorts are with denim fabric and pure color patterns there is a ring on her finger,"a photo of a women tees tanks, her tank shirt has sleeves cut off cotton fabric and pure color patterns the shorts this lady wears is of three point length the shorts are with denim fabric and pure color patterns there is a ring on her finger"
11941,WOMEN-Tees_Tanks-id_00005702-09_4_full,id_00005702,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11941,This woman wears a tank tank top with solid color patterns and three-point shorts. The tank top is with cotton fabric. The shorts are with denim fabric and solid color patterns. The female wears a ring.,this woman wears a tank tank top with solid color patterns and three point shorts the tank top is with cotton fabric the shorts are with denim fabric and solid color patterns the female wears a ring,this woman wears a tank tank top with solid color patterns and three point shorts the tank top is with cotton fabric the shorts are with denim fabric and solid color patterns the female wears a ring,"a photo of a women tees tanks, this woman wears a tank tank top with solid color patterns and three point shorts the tank top is with cotton fabric the shorts are with denim fabric and solid color patterns the female wears a ring"
11942,WOMEN-Tees_Tanks-id_00005702-10_4_full,id_00005702,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11942,"The tank top the person wears has sleeves cut off, its fabric is cotton, and it has solid color patterns. The person wears a three-point shorts, with denim fabric and pure color patterns. This person is wearing a ring on her finger.",the tank top the person wears has sleeves cut off its fabric is cotton and it has solid color patterns the person wears a three point shorts with denim fabric and pure color patterns this person is wearing a ring on her finger,the tank top the person wears has sleeves cut off its fabric is cotton and it has solid color patterns the person wears a three point shorts with denim fabric and pure color patterns this person is wearing a ring on her finger,"a photo of a women tees tanks, the tank top the person wears has sleeves cut off its fabric is cotton and it has solid color patterns the person wears a three point shorts with denim fabric and pure color patterns this person is wearing a ring on her finger"
11943,WOMEN-Tees_Tanks-id_00005702-11_4_full,id_00005702,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11943,"Her tank top has sleeves cut off, cotton fabric and solid color patterns. This person wears a three-point shorts. The shorts are with denim fabric and solid color patterns. There is a ring on her finger.",her tank top has sleeves cut off cotton fabric and solid color patterns this person wears a three point shorts the shorts are with denim fabric and solid color patterns there is a ring on her finger,her tank top has sleeves cut off cotton fabric and solid color patterns this person wears a three point shorts the shorts are with denim fabric and solid color patterns there is a ring on her finger,"a photo of a women tees tanks, her tank top has sleeves cut off cotton fabric and solid color patterns this person wears a three point shorts the shorts are with denim fabric and solid color patterns there is a ring on her finger"
11944,WOMEN-Tees_Tanks-id_00005702-14_4_full,id_00005702,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11944,The lady wears a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. The lady wears a three-point shorts. The shorts are with denim fabric and solid color patterns. There is a ring on her finger.,the lady wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the lady wears a three point shorts the shorts are with denim fabric and solid color patterns there is a ring on her finger,the lady wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the lady wears a three point shorts the shorts are with denim fabric and solid color patterns there is a ring on her finger,"a photo of a women tees tanks, the lady wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the lady wears a three point shorts the shorts are with denim fabric and solid color patterns there is a ring on her finger"
11945,WOMEN-Tees_Tanks-id_00005702-15_4_full,id_00005702,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11945,This person is wearing a sleeveless tank shirt with pure color patterns and a three-point shorts. The tank shirt is with cotton fabric. The shorts are with denim fabric and solid color patterns. There is a ring on her finger.,this person is wearing a sleeveless tank shirt with pure color patterns and a three point shorts the tank shirt is with cotton fabric the shorts are with denim fabric and solid color patterns there is a ring on her finger,this person is wearing a sleeveless tank shirt with pure color patterns and a three point shorts the tank shirt is with cotton fabric the shorts are with denim fabric and solid color patterns there is a ring on her finger,"a photo of a women tees tanks, this person is wearing a sleeveless tank shirt with pure color patterns and a three point shorts the tank shirt is with cotton fabric the shorts are with denim fabric and solid color patterns there is a ring on her finger"
11946,WOMEN-Tees_Tanks-id_00005702-16_4_full,id_00005702,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11946,"The tank top this lady wears has no sleeves and it is with cotton fabric and solid color patterns. This lady wears a three-point pants, with denim fabric and pure color patterns. There is a ring on her finger.",the tank top this lady wears has no sleeves and it is with cotton fabric and solid color patterns this lady wears a three point pants with denim fabric and pure color patterns there is a ring on her finger,the tank top this lady wears has no sleeves and it is with cotton fabric and solid color patterns this lady wears a three point pants with denim fabric and pure color patterns there is a ring on her finger,"a photo of a women tees tanks, the tank top this lady wears has no sleeves and it is with cotton fabric and solid color patterns this lady wears a three point pants with denim fabric and pure color patterns there is a ring on her finger"
11947,WOMEN-Tees_Tanks-id_00005704-02_7_additional,id_00005704,query,additional,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11947,This person wears a long-sleeve shirt with pure color patterns and a long pants. The shirt is with cotton fabric and its neckline is lapel. The pants are with cotton fabric and solid color patterns. The outer clothing is with denim fabric and solid color patterns. There is clothing on her waist. The person is wearing a hat. The person wears a ring. The female has neckwear.,this person wears a long sleeve shirt with pure color patterns and a long pants the shirt is with cotton fabric and its neckline is lapel the pants are with cotton fabric and solid color patterns the outer clothing is with denim fabric and solid color patterns there is clothing on her waist the person is wearing a hat the person wears a ring the female has neckwear,this person wears a long sleeve shirt with pure color patterns and a long pants the shirt is with cotton fabric and its neckline is lapel the pants are with cotton fabric and solid color patterns the outer clothing is with denim fabric and solid color patterns there is clothing on her waist the person is wearing a hat the person wears a ring the female has neckwear,"a photo of a women tees tanks, this person wears a long sleeve shirt with pure color patterns and a long pants the shirt is with cotton fabric and its neckline is lapel the pants are with cotton fabric and solid color patterns the outer clothing is with denim fabric and solid color patterns there is clothing on her waist the person is wearing a hat the person wears a ring the female has neckwear"
11948,WOMEN-Tees_Tanks-id_00005714-03_4_full,id_00005714,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11948,"Her shirt has long sleeves, cotton fabric and graphic patterns. The neckline of it is crew. The trousers the lady wears is of long length. The trousers are with cotton fabric and floral patterns.",her shirt has long sleeves cotton fabric and graphic patterns the neckline of it is crew the trousers the lady wears is of long length the trousers are with cotton fabric and floral patterns,her shirt has long sleeves cotton fabric and graphic patterns the neckline of it is crew the trousers the lady wears is of long length the trousers are with cotton fabric and floral patterns,"a photo of a women tees tanks, her shirt has long sleeves cotton fabric and graphic patterns the neckline of it is crew the trousers the lady wears is of long length the trousers are with cotton fabric and floral patterns"
11949,WOMEN-Tees_Tanks-id_00005714-04_4_full,id_00005714,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11949,This woman is wearing a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric. The trousers this woman wears is of long length. The trousers are with cotton fabric and floral patterns.,this woman is wearing a long sleeve shirt with graphic patterns the shirt is with cotton fabric the trousers this woman wears is of long length the trousers are with cotton fabric and floral patterns,this woman is wearing a long sleeve shirt with graphic patterns the shirt is with cotton fabric the trousers this woman wears is of long length the trousers are with cotton fabric and floral patterns,"a photo of a women tees tanks, this woman is wearing a long sleeve shirt with graphic patterns the shirt is with cotton fabric the trousers this woman wears is of long length the trousers are with cotton fabric and floral patterns"
11950,WOMEN-Tees_Tanks-id_00005716-04_4_full,id_00005716,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11950,"The tank top this woman wears has no sleeves and it is with cotton fabric and pure color patterns. The neckline of the tank top is suspenders. This woman wears a three-point pants, with denim fabric and solid color patterns. There is an accessory on her wrist. The person is wearing a ring on her finger.",the tank top this woman wears has no sleeves and it is with cotton fabric and pure color patterns the neckline of the tank top is suspenders this woman wears a three point pants with denim fabric and solid color patterns there is an accessory on her wrist the person is wearing a ring on her finger,the tank top this woman wears has no sleeves and it is with cotton fabric and pure color patterns the neckline of the tank top is suspenders this woman wears a three point pants with denim fabric and solid color patterns there is an accessory on her wrist the person is wearing a ring on her finger,"a photo of a women tees tanks, the tank top this woman wears has no sleeves and it is with cotton fabric and pure color patterns the neckline of the tank top is suspenders this woman wears a three point pants with denim fabric and solid color patterns there is an accessory on her wrist the person is wearing a ring on her finger"
11951,WOMEN-Tees_Tanks-id_00005716-06_4_full,id_00005716,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11951,The person wears a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. The shorts the person wears is of three-point length. The shorts are with denim fabric and solid color patterns. There is an accessory on her wrist. This person wears a ring.,the person wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the shorts the person wears is of three point length the shorts are with denim fabric and solid color patterns there is an accessory on her wrist this person wears a ring,the person wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the shorts the person wears is of three point length the shorts are with denim fabric and solid color patterns there is an accessory on her wrist this person wears a ring,"a photo of a women tees tanks, the person wears a sleeveless tank shirt with pure color patterns the tank shirt is with cotton fabric the shorts the person wears is of three point length the shorts are with denim fabric and solid color patterns there is an accessory on her wrist this person wears a ring"
11952,WOMEN-Tees_Tanks-id_00005716-07_4_full,id_00005716,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11952,The lady wears a tank tank top with solid color patterns. The tank top is with cotton fabric. The lady wears a three-point pants. The pants are with denim fabric and pure color patterns. There is an accessory on her wrist. The lady wears a ring.,the lady wears a tank tank top with solid color patterns the tank top is with cotton fabric the lady wears a three point pants the pants are with denim fabric and pure color patterns there is an accessory on her wrist the lady wears a ring,the lady wears a tank tank top with solid color patterns the tank top is with cotton fabric the lady wears a three point pants the pants are with denim fabric and pure color patterns there is an accessory on her wrist the lady wears a ring,"a photo of a women tees tanks, the lady wears a tank tank top with solid color patterns the tank top is with cotton fabric the lady wears a three point pants the pants are with denim fabric and pure color patterns there is an accessory on her wrist the lady wears a ring"
11953,WOMEN-Tees_Tanks-id_00005722-04_4_full,id_00005722,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11953,This woman is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a round neckline. The trousers this woman wears is of long length. The trousers are with denim fabric and pure color patterns. There is an accessory on her wrist. The person wears a ring.,this woman is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a round neckline the trousers this woman wears is of long length the trousers are with denim fabric and pure color patterns there is an accessory on her wrist the person wears a ring,this woman is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a round neckline the trousers this woman wears is of long length the trousers are with denim fabric and pure color patterns there is an accessory on her wrist the person wears a ring,"a photo of a women tees tanks, this woman is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a round neckline the trousers this woman wears is of long length the trousers are with denim fabric and pure color patterns there is an accessory on her wrist the person wears a ring"
11954,WOMEN-Tees_Tanks-id_00005722-06_4_full,id_00005722,gallery,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11954,"Her T-shirt has short sleeves, cotton fabric and solid color patterns. It has a round neckline. The pants the lady wears is of long length. The pants are with denim fabric and solid color patterns. There is an accessory on her wrist. There is a ring on her finger.",her t shirt has short sleeves cotton fabric and solid color patterns it has a round neckline the pants the lady wears is of long length the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger,her t shirt has short sleeves cotton fabric and solid color patterns it has a round neckline the pants the lady wears is of long length the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger,"a photo of a women tees tanks, her t shirt has short sleeves cotton fabric and solid color patterns it has a round neckline the pants the lady wears is of long length the pants are with denim fabric and solid color patterns there is an accessory on her wrist there is a ring on her finger"
11955,WOMEN-Tees_Tanks-id_00005722-07_4_full,id_00005722,query,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11955,"Her shirt has short sleeves, cotton fabric and pure color patterns. It has a crew neckline. The trousers this person wears is of long length. The trousers are with denim fabric and solid color patterns. The female is wearing a ring on her finger. There is an accessory on her wrist.",her shirt has short sleeves cotton fabric and pure color patterns it has a crew neckline the trousers this person wears is of long length the trousers are with denim fabric and solid color patterns the female is wearing a ring on her finger there is an accessory on her wrist,her shirt has short sleeves cotton fabric and pure color patterns it has a crew neckline the trousers this person wears is of long length the trousers are with denim fabric and solid color patterns the female is wearing a ring on her finger there is an accessory on her wrist,"a photo of a women tees tanks, her shirt has short sleeves cotton fabric and pure color patterns it has a crew neckline the trousers this person wears is of long length the trousers are with denim fabric and solid color patterns the female is wearing a ring on her finger there is an accessory on her wrist"
11956,WOMEN-Tees_Tanks-id_00005727-02_4_full,id_00005727,train,full,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11956,This lady wears a sleeveless tank top with graphic patterns and three-point shorts. The tank top is with cotton fabric and it has a suspenders neckline. The shorts are with denim fabric and solid color patterns. The person wears a ring. This female is wearing a hat. There is an accessory in his her neck. There is an accessory on her wrist.,this lady wears a sleeveless tank top with graphic patterns and three point shorts the tank top is with cotton fabric and it has a suspenders neckline the shorts are with denim fabric and solid color patterns the person wears a ring this female is wearing a hat there is an accessory in his her neck there is an accessory on her wrist,this lady wears a sleeveless tank top with graphic patterns and three point shorts the tank top is with cotton fabric and it has a suspenders neckline the shorts are with denim fabric and solid color patterns the person wears a ring this female is wearing a hat there is an accessory in his her neck there is an accessory on her wrist,"a photo of a women tees tanks, this lady wears a sleeveless tank top with graphic patterns and three point shorts the tank top is with cotton fabric and it has a suspenders neckline the shorts are with denim fabric and solid color patterns the person wears a ring this female is wearing a hat there is an accessory in his her neck there is an accessory on her wrist"
11957,WOMEN-Tees_Tanks-id_00005730-01_7_additional,id_00005730,query,additional,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11957,"The tank shirt this lady wears has no sleeves and its fabric is cotton. The pattern of it is stripe. It has a square neckline. This lady wears a three-point shorts, with cotton fabric and pure color patterns.",the tank shirt this lady wears has no sleeves and its fabric is cotton the pattern of it is stripe it has a square neckline this lady wears a three point shorts with cotton fabric and pure color patterns,the tank shirt this lady wears has no sleeves and its fabric is cotton the pattern of it is stripe it has a square neckline this lady wears a three point shorts with cotton fabric and pure color patterns,"a photo of a women tees tanks, the tank shirt this lady wears has no sleeves and its fabric is cotton the pattern of it is stripe it has a square neckline this lady wears a three point shorts with cotton fabric and pure color patterns"
11958,WOMEN-Tees_Tanks-id_00005735-03_1_front,id_00005735,gallery,front,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11958,The lady is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. It has a crew neckline. The lady wears a short pants. The pants are with cotton fabric and solid color patterns. The lady is wearing a pair of sunglasses. There is a hat in her head. There is a ring on her finger.,the lady is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric it has a crew neckline the lady wears a short pants the pants are with cotton fabric and solid color patterns the lady is wearing a pair of sunglasses there is a hat in her head there is a ring on her finger,the lady is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric it has a crew neckline the lady wears a short pants the pants are with cotton fabric and solid color patterns the lady is wearing a pair of sunglasses there is a hat in her head there is a ring on her finger,"a photo of a women tees tanks, the lady is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric it has a crew neckline the lady wears a short pants the pants are with cotton fabric and solid color patterns the lady is wearing a pair of sunglasses there is a hat in her head there is a ring on her finger"
11959,WOMEN-Tees_Tanks-id_00005735-06_1_front,id_00005735,query,front,WOMEN,Tees_Tanks,WOMEN_Tees_Tanks,11959,The female wears a long-sleeve sweater with pure color patterns and a short shorts. The sweater is with cotton fabric. The neckline of the sweater is round. The shorts are with cotton fabric and pure color patterns. The person is wearing a ring on her finger. The female wears a hat.,the female wears a long sleeve sweater with pure color patterns and a short shorts the sweater is with cotton fabric the neckline of the sweater is round the shorts are with cotton fabric and pure color patterns the person is wearing a ring on her finger the female wears a hat,the female wears a long sleeve sweater with pure color patterns and a short shorts the sweater is with cotton fabric the neckline of the sweater is round the shorts are with cotton fabric and pure color patterns the person is wearing a ring on her finger the female wears a hat,"a photo of a women tees tanks, the female wears a long sleeve sweater with pure color patterns and a short shorts the sweater is with cotton fabric the neckline of the sweater is round the shorts are with cotton fabric and pure color patterns the person is wearing a ring on her finger the female wears a hat"
